Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,ISSN,ISBN,CODEN,Document Type,Publication Stage,Access Type,Source,EID
"Jung J.W., Jung H.J., Jang Y.H., Shin D.H., Kim S.A.","57197821427;44861127100;57016046400;56416928000;34971529100;","Terra firma-forme dermatosis: A report of four cases and review of the literature",2018,"Korean Journal of Dermatology","56","4",,"276","279",,,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85049440864&partnerID=40&md5=3b596381ac8e2359f9e5867be4de42e4",04944739,,TPKCA,Article,"Final",,Scopus,2-s2.0-85049440864
"Seok J.K., Lee J.-W., Kim Y.M., Boo Y.C.","56095999900;57203144753;57189603354;6602899130;","Punicalagin and (-)-Epigallocatechin-3-Gallate Rescue Cell Viability and Attenuate Inflammatory Responses of Human Epidermal Keratinocytes Exposed to Airborne Particulate Matter PM10",2018,"Skin Pharmacology and Physiology","31","3",,"134","143",,8,"10.1159/000487400","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85044345916&doi=10.1159%2f000487400&partnerID=40&md5=cefedf057528f4773850c68f0b217c29",16605527,,SPPKC,Article,"Final",,Scopus,2-s2.0-85044345916
"Ahmad A., Khan M., Paul A., Din S., Rathore M.M., Jeon G., Choi G.S.","55957219200;56151971600;56650522400;57188997144;56650727000;57192230224;9734383700;","Toward modeling and optimization of features selection in Big Data based social Internet of Things",2018,"Future Generation Computer Systems","82",,,"715","726",,12,"10.1016/j.future.2017.09.028","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85031718644&doi=10.1016%2fj.future.2017.09.028&partnerID=40&md5=780dc1a0eaf2224af800fa5a33e7e7a4",0167739X,,FGCSE,Article,"Final",,Scopus,2-s2.0-85031718644
"Park C.-K., Oh I.-J., Choi Y.-D., Jang T.-W., Lee J.-E., Ryu J.-S., Lee S.-Y., Kim Y.-C.","57205721111;7101831082;7404776597;7102426031;57209104622;7401868634;49863712700;35201246200;","A Prospective Observational Study Evaluating the Correlation of c-MET Expression and EGFR Gene Mutation with Response to Erlotinib as Second-Line Treatment for Patients with Advanced/Metastatic Non-Small-Cell Lung Cancer",2018,"Oncology (Switzerland)","94","6",,"373","382",,1,"10.1159/000486896","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85043458430&doi=10.1159%2f000486896&partnerID=40&md5=02b0d3a6eabc54fcc9b29c85f5e982e5",00302414,,ONCOB,Article,"Final",,Scopus,2-s2.0-85043458430
"Gopalakrishna A., Kim G.N., Naik H., Kim K., Nayak B.K., Zaman M.","56692601200;57199751888;7005890232;36137214700;7102281047;35512223100;","Measurement of 99Mo production cross-section from the 100Mo(n,2n) reaction with quasi monoenergetic neutron based on the 9Be(p,n) reaction",2018,"Journal of Radioanalytical and Nuclear Chemistry","316","2",,"561","569",,,"10.1007/s10967-018-5832-2","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85044446025&doi=10.1007%2fs10967-018-5832-2&partnerID=40&md5=2723617deee4bc099aba45f9fd4410a3",02365731,,JRNCD,Article,"Final",,Scopus,2-s2.0-85044446025
"Mirzaei A., Huh J.-S., Kim S.S., Kim H.W.","57196467909;7102258915;57063840100;35324882800;","Room Temperature Hard Radiation Detectors Based on Solid State Compound Semiconductors: An Overview",2018,"Electronic Materials Letters","14","3",,"261","287",,6,"10.1007/s13391-018-0033-2","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85046103812&doi=10.1007%2fs13391-018-0033-2&partnerID=40&md5=8a68217cc9855d0224fd4c06308472a5",17388090,,,Review,"Final",,Scopus,2-s2.0-85046103812
"Hameed K., Khan A., Ahmed M., Goutham Reddy A., Rathore M.M.","57193141017;55209201300;57196745090;57194048194;56650727000;","Towards a formally verified zero watermarking scheme for data integrity in the Internet of Things based-wireless sensor networks",2018,"Future Generation Computer Systems","82",,,"274","289",,6,"10.1016/j.future.2017.12.009","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85038831542&doi=10.1016%2fj.future.2017.12.009&partnerID=40&md5=a5d949779596fb7ab7d5567634e60284",0167739X,,FGCSE,Article,"Final",,Scopus,2-s2.0-85038831542
"Aryal P., Kesavulu C.R., Kim H.J., Lee S.W., Kang S.J., Kaewkhao J., Chanthima N., Damdee B.","57196222852;24457557600;55652981600;57208733695;8428527200;23974520300;35361597600;57118109900;","Optical and luminescence characteristics of Eu 3+ -doped B 2 O 3 :SiO 2 :Y 2 O 3 :CaO glasses for visible red laser and scintillation material applications",2018,"Journal of Rare Earths","36","5",,"482","491",,7,"10.1016/j.jre.2017.09.017","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85041643739&doi=10.1016%2fj.jre.2017.09.017&partnerID=40&md5=051a776d64d70f848b150db7b62bd598",10020721,,JREAE,Article,"Final",,Scopus,2-s2.0-85041643739
"Al Raeesi D., Kwak S.W., Ha J.-H., Sulaiman S., El Abed R., Kim H.-C.","57196003954;54787794900;55549831900;57201279477;55875794600;35746710200;","Mechanical Properties of Glide Path Preparation Instruments with Different Pitch Lengths",2018,"Journal of Endodontics","44","5",,"864","868",,,"10.1016/j.joen.2018.01.022","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85044155425&doi=10.1016%2fj.joen.2018.01.022&partnerID=40&md5=3f711bb32c6d78a102890a9eee808a10",00992399,,JOEND,Article,"Final",,Scopus,2-s2.0-85044155425
"Heo J.-Y., Kim J.-E., Dan Y., Kim Y.-W., Kim J.-Y., Cho K.H., Bae Y.K., Im S.-S., Liu K.-H., Song I.-H., Kim J.-R., Lee I.-K., Park S.-Y.","56180919800;57195960001;57204496190;55699493900;34868428800;34767903200;56638779000;55535089200;55768214700;55438968300;7601360934;56465267700;57205434058;","Clusterin deficiency induces lipid accumulation and tissue damage in kidney",2018,"Journal of Endocrinology","237","2",,"175","191",,2,"10.1530/JOE-17-0453","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85055829555&doi=10.1530%2fJOE-17-0453&partnerID=40&md5=94e1a92987f8e77626555b3c1355a6d4",00220795,,JOENA,Article,"Final",Open Access,Scopus,2-s2.0-85055829555
"Kim Y., Yoon Y.-C., Cho J.-W., Cho W.-T., Jeon N.-H., Oh C.-W., Oh J.-K.","57203992672;37082544400;34969104500;56197181800;57203982616;22135834200;7402155046;","Rim Plate Augmentation of the Posterolateral Bare Area of the Tibial Plateau Using a 3.5-mm Precontoured Locking Compression Plate: A Cadaveric Study",2018,"Journal of Orthopaedic Trauma","32","5",,"e157","e160",,,"10.1097/BOT.0000000000001129","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85053922418&doi=10.1097%2fBOT.0000000000001129&partnerID=40&md5=c8234f88a588312c8e1735d708fb1565",08905339,,JORTE,Article,"Final",,Scopus,2-s2.0-85053922418
"Seok J.Y., Yang J., Choi S.J., Lim H.G., Choi U.J., Kim K.-J., Park S., Yoo T.H., Jung G.Y.","57191959492;35185635100;57199500803;55513507800;57199500966;55510867400;56423837600;17136411500;7402124995;","Directed evolution of the 3-hydroxypropionic acid production pathway by engineering aldehyde dehydrogenase using a synthetic selection device",2018,"Metabolic Engineering","47",,,"113","120",,14,"10.1016/j.ymben.2018.03.009","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85044109129&doi=10.1016%2fj.ymben.2018.03.009&partnerID=40&md5=2aa875a40075632f8ba213f1f29f6966",10967176,,MEENF,Article,"Final",,Scopus,2-s2.0-85044109129
"Bae S.-C., Cho S.-K., Won S., Lee H.-S., Lee S.-H., Kang Y.M., Lee S.-H., Lee Y.-A., Choe J.-Y., Chung W.-T., Suh C.-H., Shim S.-C., Lee J., Yoon B.Y., Kim D.-W., Lee S.-S., Yoo W.-H., Kim J.-S., Jung Y.-O., Nah S.-S., Lee C.-K., Song G.-G., Choi S.J., Joung C.-I., Koh H., Kim Y.-J.","56902138700;35185890800;56244782500;16425988900;57202126766;7402785038;54417462200;8536477700;7201513769;57077585300;56188447500;7202796196;14424388700;56937866000;57201849481;16643309600;7102197467;36014683200;55215255100;16239267000;7410153520;7402252885;36631749900;8369245000;57020877600;57207443255;","Factors associated with quality of life and functional disability among rheumatoid arthritis patients treated with disease-modifying anti-rheumatic drugs for at least 6 months",2018,"International Journal of Rheumatic Diseases","21","5",,"1001","1009",,1,"10.1111/1756-185X.12915","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-84996599832&doi=10.1111%2f1756-185X.12915&partnerID=40&md5=8a88dbe7004a7addf61ccff5dcafbb35",17561841,,,Article,"Final",,Scopus,2-s2.0-84996599832
"Joo Y.B., Kang Y.M., Kim H.-A., Suh C.-H., Kim T.-J., Park Y.-W., Lee J., Lee J.-H., Yoo D.H., Bae S.-C., Lee H.-S., Bang S.-Y.","57206562322;7402785038;20433369000;56188447500;25939807100;7405375171;14424388700;56050012000;34668711700;56902138700;16425988900;25645654000;","Outcome and predictors of renal survival in patients with lupus nephritis: Comparison between cyclophosphamide and mycophenolate mofetil",2018,"International Journal of Rheumatic Diseases","21","5",,"1031","1039",,2,"10.1111/1756-185X.13274","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85044751484&doi=10.1111%2f1756-185X.13274&partnerID=40&md5=55a9e5b1fa8bf5649b267f55f51f8ffe",17561841,,,Article,"Final",,Scopus,2-s2.0-85044751484
"Lee J.-B., Moon J., Moon K.-R., Yang J.H., Kye Y.C., Kim K.J., Kim N.I., Ro Y.S., Park K.Y., Park M.Y., Song M., Ahn K.J., Ahn H.H., Lee M.W., Lee W.J., Choi Y.S., Choi Y.W., Kwon H.H., Suh D.H.","7601482038;57192065606;57002253100;57201309427;7004337809;36071838600;7403397060;7102329295;57203047836;9939502400;24725364400;57199763985;7202926272;56557151900;24474659000;35200382200;7404777738;36098088700;7202639556;","Epidemiological and clinical features of rosacea in Korea: A multicenter cross-sectional study",2018,"Journal of Dermatology","45","5",,"546","553",,,"10.1111/1346-8138.14281","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85044282424&doi=10.1111%2f1346-8138.14281&partnerID=40&md5=9b1acc94ee897d6fac70acf8ed571651",03852407,,JDMYA,Article,"Final",,Scopus,2-s2.0-85044282424
"Jang J., Chung S., Choi Y., Lim H.Y., Son Y., Chun S.K., Son G.H., Kim K., Suh Y.-G., Jung J.-W.","36025428900;7404292716;57201217148;57201758401;57201210385;56498529600;7003374073;36487993300;7202260475;26032128600;","The cryptochrome inhibitor KS15 enhances E-box-mediated transcription by disrupting the feedback action of a circadian transcription-repressor complex",2018,"Life Sciences","200",,,"49","55",,1,"10.1016/j.lfs.2018.03.022","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85043994328&doi=10.1016%2fj.lfs.2018.03.022&partnerID=40&md5=843ffb999c4365e0a6cffe2ae350bc9c",00243205,,LIFSA,Article,"Final",,Scopus,2-s2.0-85043994328
"Li W.E.I., Jung C., Park J.","57202040033;57202037387;55716931500;","IoT healthcare communication system for IEEE 11073 PHD and IHE PCD-01 integration using CoAP",2018,"KSII Transactions on Internet and Information Systems","12","4",,"1396","1414",,1,"10.3837/tiis.2018.04.001","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85046903347&doi=10.3837%2ftiis.2018.04.001&partnerID=40&md5=495fc7edaf4648a4f006d073d8436cba",19767277,,,Article,"Final",,Scopus,2-s2.0-85046903347
"Suh Y.-K., Crolotte A., Kostamaa P.","55443739900;6602459694;7801591081;","MLPPI wizard: An automated multi-level partitioning tool on analytical workloads",2018,"KSII Transactions on Internet and Information Systems","12","4",,"1693","1713",,,"10.3837/tiis.2018.04.016","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85046886454&doi=10.3837%2ftiis.2018.04.016&partnerID=40&md5=0764c63651d918eacd72615fa5a58f94",19767277,,,Article,"Final",,Scopus,2-s2.0-85046886454
"Kim S., Yan B.","56489490600;7201858667;","On asymptotic behavior and energy distribution for some one-dimensional non-parabolic diffusion problems",2018,"Nonlinearity","31","6",,"2756","2808",,,"10.1088/1361-6544/aab62d","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85047195877&doi=10.1088%2f1361-6544%2faab62d&partnerID=40&md5=4425d2f05a753ba175b13b052f62f12e",09517715,,,Article,"Final",,Scopus,2-s2.0-85047195877
"Cho T.-H., Hwang H.-R., Kim B.-S., Lee I.-S.","57202044848;57202050184;57202049808;54979862300;","Implementation of a fault diagnosis system using neural networks for solar panel",2018,"Proceedings of the IEEE International Conference on Industrial Technology","2018-February",,,"199","204",,,"10.1109/ICIT.2018.8352176","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85046949487&doi=10.1109%2fICIT.2018.8352176&partnerID=40&md5=7638929e016b18787fdf7ccdea65bf8d",,9781509059492,85RSA,Conference Paper,"Final",,Scopus,2-s2.0-85046949487
"Chun T.-W., Kim H.-G., Nho E.-C.","7006761331;7410122126;6603891603;","Charging and discharging strategies of grid-connected super-capacitor energy storage systems",2018,"Proceedings of the IEEE International Conference on Industrial Technology","2018-February",,,"1743","1747",,3,"10.1109/ICIT.2018.8352446","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85046960363&doi=10.1109%2fICIT.2018.8352446&partnerID=40&md5=c2ed9bd44db1fadd01cbddd4a48615a6",,9781509059492,85RSA,Conference Paper,"Final",,Scopus,2-s2.0-85046960363
"Yellappa P., Lee Y.R., Choi J.R.","57204773080;57204780088;7501392846;","Analysis of Coil Misalignment Issue in Resonance-based Wireless Power Transmission System for Implantable Biomedical Applications",2018,"Proceedings - IEEE International Symposium on Circuits and Systems","2018-May",, 8351407,"","",,3,"10.1109/ISCAS.2018.8351407","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85057132677&doi=10.1109%2fISCAS.2018.8351407&partnerID=40&md5=979fe233449814079438fbfc4b964bf5",02714310,9781538648810,PICSD,Conference Paper,"Final",,Scopus,2-s2.0-85057132677
"Aditya J., Nagateja T., Vishvakarma S.K., Yellappa P., Choi J.R., Vaddi R.","57200091974;57189242385;57205460402;57204773080;57209910674;26538319600;","Tunneling Field Effect Transistors for Enhancing Energy Efficiency and Hardware Security of IoT Platforms: Challenges and Opportunities",2018,"Proceedings - IEEE International Symposium on Circuits and Systems","2018-May",, 8350939,"","",,1,"10.1109/ISCAS.2018.8350939","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85057091747&doi=10.1109%2fISCAS.2018.8350939&partnerID=40&md5=5b0bc3b7dbf65168a5b5be8aa54f2426",02714310,9781538648810,PICSD,Conference Paper,"Final",,Scopus,2-s2.0-85057091747
"Kim K.-J., Eom T.-J.","35733947500;13410809400;","Printing Inks of the Annals of the Joseon Dynasty",2018,"Restaurator","39","1",,"19","32",,,"10.1515/res-2017-0012","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85041213607&doi=10.1515%2fres-2017-0012&partnerID=40&md5=e056284ccd06b12bf993fa52988495c4",00345806,,RESTB,Article,"Final",,Scopus,2-s2.0-85041213607
"Kim G.-D., Bothra S., Sahoo S.K., Choi H.-J.","56799513000;55841763100;11639947600;7404339413;","A novel C3v-symmetric molecular clip with tris(diamide) recognition sites on trindane platform for H2PO4 − recognition",2018,"Tetrahedron Letters","59","17",,"1679","1682",,4,"10.1016/j.tetlet.2018.03.055","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85044277312&doi=10.1016%2fj.tetlet.2018.03.055&partnerID=40&md5=24d3f29d87a840c6439c0598cac05d63",00404039,,TELEA,Article,"Final",,Scopus,2-s2.0-85044277312
"Khan M., Iqbal J., Talha M., Arshad M., Diyan M., Han K.","56151971600;56746516200;57052711800;35298362500;26028317800;7402963670;","Big Data Processing using Internet of Software Defined Things in Smart Cities",2018,"International Journal of Parallel Programming",,,,"1","14",,4,"10.1007/s10766-018-0573-y","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85045897905&doi=10.1007%2fs10766-018-0573-y&partnerID=40&md5=f27f6157906991be5bd62e688e66bf67",08857458,,IJPPE,Article in Press,"Article in Press",,Scopus,2-s2.0-85045897905
"Kim D.H., Ryu H., Kim Y.","57198636658;57194547313;47962102500;","Nonparametric Bayesian modeling for monotonicity in catch ratio",2018,"Communications in Statistics: Simulation and Computation","47","4",,"1056","1065",,,"10.1080/03610918.2017.1303728","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85020705188&doi=10.1080%2f03610918.2017.1303728&partnerID=40&md5=d99e331c84b98589558b701c0d4d30a0",03610918,,,Article,"Final",,Scopus,2-s2.0-85020705188
"Choi D.-K., Jung J.-H., Koh S.-J.","57194053880;57194055389;8958394800;","Enhanced cluster-based CoAP in Internet-of-Things networks",2018,"International Conference on Information Networking","2018-January",,,"652","656",,,"10.1109/ICOIN.2018.8343199","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85047009125&doi=10.1109%2fICOIN.2018.8343199&partnerID=40&md5=7263cc57f22e7d0d3cf3c775b1930c8d",19767684,9781538622896,,Conference Paper,"Final",,Scopus,2-s2.0-85047009125
"Jung J.-H., Choi D.-K., Koh S.-J.","57194055389;57194053880;8958394800;","Distributed pub/sub model in CoAP-based Internet-of-Things networks",2018,"International Conference on Information Networking","2018-January",,,"657","662",,1,"10.1109/ICOIN.2018.8343200","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85047005886&doi=10.1109%2fICOIN.2018.8343200&partnerID=40&md5=2447fa76a36800df6202ced393813d45",19767684,9781538622896,,Conference Paper,"Final",,Scopus,2-s2.0-85047005886
"Ha J., Kim S., Han D.","57201673586;57201676906;57201673746;","Sunken society with Sewol Ferry: Three Korean social workers’ experience",2018,"Journal of Social Work Practice",,,,"1","14",,,"10.1080/02650533.2018.1460585","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85045677590&doi=10.1080%2f02650533.2018.1460585&partnerID=40&md5=69efef17518dd0c852b691461543c652",02650533,,,Article in Press,"Article in Press",,Scopus,2-s2.0-85045677590
"Koo B., Byun S., Nam S.-W., Moon S.-Y., Kim S., Park J.Y., Ahn B.T., Shin B.","57188699471;55639126900;57193335285;56461914600;56290437900;57210940278;55383022000;8910734900;","Reduced Graphene Oxide as a Catalyst Binder: Greatly Enhanced Photoelectrochemical Stability of Cu(In,Ga)Se2 Photocathode for Solar Water Splitting",2018,"Advanced Functional Materials","28","16", 1705136,"","",,6,"10.1002/adfm.201705136","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85042051060&doi=10.1002%2fadfm.201705136&partnerID=40&md5=1591ad76dcd909f4c88d17f0c08722c3",1616301X,,AFMDC,Article,"Final",,Scopus,2-s2.0-85042051060
"Nam S., Hahm S.G., Khim D., Kim H., Sajoto T., Ree M., Marder S.R., Anthopoulos T.D., Bradley D.D.C., Kim Y.","35092921900;14053851100;35933447600;15520531700;57199522665;7102877825;35357303600;6701337286;55661006300;10340424400;","Pronounced Side Chain Effects in Triple Bond-Conjugated Polymers Containing Naphthalene Diimides for n-Channel Organic Field-Effect Transistors",2018,"ACS Applied Materials and Interfaces","10","15",,"12921","12929",,4,"10.1021/acsami.8b01196","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85045624725&doi=10.1021%2facsami.8b01196&partnerID=40&md5=f02ea788c5398a889b6bbe6e11374444",19448244,,,Article,"Final",,Scopus,2-s2.0-85045624725
"Wang D., Jin Y., Park C.M., Heo J., Bai X., Aich N., Su C.","37096385900;35724149000;57209588953;42461338400;35726699400;54893473400;7402820068;","Modeling the Transport of the ""new-Horizon"" Reduced Graphene Oxide - Metal Oxide Nanohybrids in Water-Saturated Porous Media",2018,"Environmental Science and Technology","52","8",,"4610","4622",,7,"10.1021/acs.est.7b06488","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85045577815&doi=10.1021%2facs.est.7b06488&partnerID=40&md5=e47e744caa02a8a319e6b4f69839bdcd",0013936X,,ESTHA,Article,"Final",,Scopus,2-s2.0-85045577815
"Kim J.H., Jang Y.S., Kim D.H.","57201368455;57195281184;55574226279;","Multiple steady states in the oxidative steam reforming of methanol",2018,"Chemical Engineering Journal","338",,,"752","763",,5,"10.1016/j.cej.2018.01.075","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85044438251&doi=10.1016%2fj.cej.2018.01.075&partnerID=40&md5=c55c1d342cde33a26dfc0e26314da7a6",13858947,,CMEJA,Article,"Final",,Scopus,2-s2.0-85044438251
"Sarker M., An H.J., Yoo D.K., Jhung S.H.","57192257396;57200991496;57201339246;6701659467;","Nitrogen-doped porous carbon from ionic liquid@Al-metal-organic framework: A prominent adsorbent for purification of both aqueous and non-aqueous solutions",2018,"Chemical Engineering Journal","338",,,"107","116",,18,"10.1016/j.cej.2017.12.157","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85043451309&doi=10.1016%2fj.cej.2017.12.157&partnerID=40&md5=4c71beccdc8fdd5d7240ee186185d1c7",13858947,,CMEJA,Article,"Final",,Scopus,2-s2.0-85043451309
"Khan A., Rooh G., Kim H.J., Kim S.","56017063700;24401665700;55652981600;36165569900;","Ce3+-activated Tl2GdCl5: Novel halide scintillator for X-ray and γ-ray detection",2018,"Journal of Alloys and Compounds","741",,,"878","882",,4,"10.1016/j.jallcom.2018.01.204","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85041630480&doi=10.1016%2fj.jallcom.2018.01.204&partnerID=40&md5=7bdae69618253a17ad30c88ea782633f",09258388,,JALCE,Article,"Final",,Scopus,2-s2.0-85041630480
"Song Y., Won C., Kang S.-H., Lee H., Park S.-J., Park S.H., Yoon J.","57200612761;57195308446;56456916400;57201872467;57204467149;54786002500;56449838900;","Characterization of glass viscosity with parallel plate and rotational viscometry",2018,"Journal of Non-Crystalline Solids","486",,,"27","35",,1,"10.1016/j.jnoncrysol.2018.02.003","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85041893365&doi=10.1016%2fj.jnoncrysol.2018.02.003&partnerID=40&md5=7b154521fac305a1ebdb77651f767582",00223093,,JNCSB,Article,"Final",,Scopus,2-s2.0-85041893365
"Rashid M.A.M., Cho S.G., Choi C.H.","56900566000;7404884480;7402958948;","Heat of formation prediction by G4MP2-SFM schemes: An application to various nitroazole derivatives",2018,"Computational and Theoretical Chemistry","1130",,,"148","159",,1,"10.1016/j.comptc.2018.03.022","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85044617896&doi=10.1016%2fj.comptc.2018.03.022&partnerID=40&md5=f8d69caa41645ab7137781813af11931",2210271X,,,Article,"Final",,Scopus,2-s2.0-85044617896
"Choi K.H., Lee G.Y., Choi J.-O., Jeon E.-S., Lee H.-Y., Cho H.-J., Lee S.E., Kim M.-S., Kim J.-J., Hwang K.-K., Chae S.C., Baek S.H., Kang S.-M., Choi D.-J., Yoo B.-S., Kim K.H., Park H.-Y., Cho M.-C., Oh B.-H.","55756735500;36007560700;15848011800;7004279641;56151235500;35285421400;57207065107;57202559052;36065764100;7402426370;7101962036;7201371594;7405685375;35274349200;7102851884;56150430800;57191480102;7401727518;26537817500;","Effects of angiotensin receptor blocker at discharge in patients with heart failure with reduced ejection fraction: Korean Acute Heart Failure (KorAHF) registry",2018,"International Journal of Cardiology","257",,,"168","176",,,"10.1016/j.ijcard.2017.12.002","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85042869212&doi=10.1016%2fj.ijcard.2017.12.002&partnerID=40&md5=563513bf34672ac204624f72b5a50924",01675273,,IJCDD,Article,"Final",,Scopus,2-s2.0-85042869212
"Seong S., Lee E., Kim H.W., Min B.I., Lee S., Dho J., Kim Y., Kim J.-Y., Kang J.-S.","57188735124;55650700000;57206210575;7202932118;56185926100;6602898623;57193423066;56530875100;7404517251;","Experimental evidence for mixed-valent Cr ions in half-metallic CrO 2 : Temperature-dependent XMCD study",2018,"Journal of Magnetism and Magnetic Materials","452",,,"447","450",,1,"10.1016/j.jmmm.2017.12.080","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85040307419&doi=10.1016%2fj.jmmm.2017.12.080&partnerID=40&md5=bea803d372b9089c05b33bf2389b3285",03048853,,JMMMD,Article,"Final",,Scopus,2-s2.0-85040307419
"Kim J.-H., Chang H.-Y.","57203324992;7407524806;","Statistical analysis of geomagnetic field variations during solar eclipses",2018,"Advances in Space Research","61","8",,"2040","2049",,4,"10.1016/j.asr.2018.01.022","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85041624351&doi=10.1016%2fj.asr.2018.01.022&partnerID=40&md5=8a23296e7e913b346e22d1279071bd91",02731177,,ASRSD,Article,"Final",,Scopus,2-s2.0-85041624351
"Kim J.-H., Choi W.-G., Moon J.-Y., Lee J.Y., Lee S., Lee H.S.","55720031300;57184763300;15822612700;56118491100;57209046767;57202974158;","Metabolomics-assisted metabolite profiling of itraconazole in human liver preparations",2018,"Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences","1083",,,"68","74",,1,"10.1016/j.jchromb.2018.02.041","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85042947457&doi=10.1016%2fj.jchromb.2018.02.041&partnerID=40&md5=923d63e3fb44413595bcb8e32a45d9fc",15700232,,JCBAA,Article,"Final",,Scopus,2-s2.0-85042947457
"Nguyen Q.-T., Sahoo S.K., Choi H.-J.","23012505300;11639947600;7404339413;","Inclusion complexation of a deep cavitand with imidazoquinoxaline flaps forming stable vase-like conformation",2018,"Tetrahedron","74","15",,"1759","1766",,,"10.1016/j.tet.2018.01.049","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85043295217&doi=10.1016%2fj.tet.2018.01.049&partnerID=40&md5=b4ec960eb789bd74a610365d46987eb8",00404020,,TETRA,Article,"Final",,Scopus,2-s2.0-85043295217
"Choi Y.-G., Kwak G.","57195627236;17137322300;","Solvatochromic fluorescence in an immiscible two-phase system of alcohols and hydrophobic polymers: Distinction between light alcohol and water, ink printing",2018,"Polymer","141",,,"194","201",,,"10.1016/j.polymer.2018.03.014","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85043511128&doi=10.1016%2fj.polymer.2018.03.014&partnerID=40&md5=d091fde9b29376ccff54c8dd568697db",00323861,,POLMA,Article,"Final",,Scopus,2-s2.0-85043511128
"Kwon S.-R., Nam S.H., Park C.Y., Baek S., Jang J., Che X., Kwak S.H., Choi Y.-R., Park N.-R., Choi J.-Y., Lee Y., Chung T.D.","40261930900;35103039600;56566950900;57189442400;57195383503;54792660600;57189440856;57200319975;24492053700;7501391068;35740884400;23161707200;","Electrodeless Reverse Electrodialysis Patches as an Ionic Power Source for Active Transdermal Drug Delivery",2018,"Advanced Functional Materials","28","15", 1705952,"","",,1,"10.1002/adfm.201705952","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85040785499&doi=10.1002%2fadfm.201705952&partnerID=40&md5=914d1ee39ae7ea9b0475b801432f7b92",1616301X,,AFMDC,Article,"Final",,Scopus,2-s2.0-85040785499
